serial,brand,movement,case_material,bracelet_material,gender,shape,crystal,dial,bracelet_color,clasp,year
43331,Perrelet,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43332,Perrelet,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2024-01-01
43334,Perrelet,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2024-01-01
43335,Perrelet,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2022-01-01
43346,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",2014-01-01
43351,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43356,Perrelet,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2022-01-01
43366,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43368,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43371,Perrelet,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2020-01-01
43373,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2023-01-01
43380,Perrelet,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Blue,Double-fold clasp,2015-01-01
43384,Perrelet,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Fold clasp,2024-01-01
43385,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2012-01-01
43388,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43389,Perrelet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Green,Black,Buckle,2011-01-01
43392,Perseo,Automatic,gold,Leather,Men's watch/Unisex,Circular,Plexiglass,Champagne,Brown,Buckle,2024-01-01
43413,Philip Watch,Automatic,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Silver,Black,Double-fold clasp,2014-01-01
43416,Philip Watch,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Silver,Black,Buckle,2010-01-01
43421,Philip Watch,Automatic,steel,gold,Men's watch/Unisex,Rectangular,Plexiglass,Blue,Gold,Fold clasp,1988-01-01
43427,Philip Watch,Quartz,steel,gold,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Gold,Double-fold clasp,2024-01-01
43428,Philip Watch,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2020-01-01
43434,Philip Watch,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,White,Gold,Buckle,1968-01-01
43437,Philip Watch,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,2024-01-01
43440,Philip Watch,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Plexiglass,Silver,Green,Buckle,2024-01-01
43442,Philip Watch,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,Grey,Steel,Fold clasp,2024-01-01
43443,Philip Watch,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Silver,"Fold clasp, hidden",2020-01-01
43467,Philip Watch,Automatic,gold,Animal skin,Women's watch,Circular,Plastic,White,Black,Buckle,1986-01-01
43470,Philip Watch,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1970-01-01
43472,Philip Watch,Automatic,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Yellow,Steel,Jewelry clasp,1960-01-01
43480,Philip Watch,Quartz,steel,Steel,Women's watch,Rectangular,Sapphire crystal,White,Steel,Double-fold clasp,1990-01-01
43481,Philip Watch,Quartz,steel,Steel,Women's watch,Rectangular,Mineral Glass,White,Steel,Fold clasp,1990-01-01
43484,Philip Watch,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2020-01-01
43486,Philip Watch,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Grey,Steel,Double-fold clasp,2000-01-01
43508,Piaget,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Buckle,2024-01-01
43511,Piaget,Manual winding,gold,gold,Women's watch,Rectangular,Sapphire crystal,Blue,Gold,Jewelry clasp,1970-01-01
43513,Piaget,Manual winding,gold,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43538,Piaget,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2020-01-01
43541,Piaget,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Buckle,2020-01-01
43543,Piaget,Manual winding,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2022-01-01
43547,Piaget,Quartz,gold,gold,Women's watch,Circular,Sapphire crystal,Champagne,Gold,Jewelry clasp,1990-01-01
43557,Piaget,Quartz,gold,gold,Men's watch/Unisex,Circular,Sapphire crystal,Gold,Gold,Fold clasp,1990-01-01
43560,Piaget,Automatic,steel,Rubber,Women's watch,Circular,Sapphire crystal,Brown,Gold,Fold clasp,2024-01-01
43572,Piaget,Manual winding,gold,gold,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Gold,Fold clasp,1970-01-01
43573,Piaget,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2024-01-01
43575,Piaget,Manual winding,gold,gold,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Gold,Fold clasp,2024-01-01
43606,Pierre Balmain,Quartz,steel,gold,Women's watch,Rectangular,Sapphire crystal,Silver,Gold,Jewelry clasp,2010-01-01
43607,Pierre Cardin,Quartz,steel,Leather,Women's watch,Rectangular,Sapphire crystal,Silver,Black,Buckle,1995-01-01
43612,Pierre Cardin,Quartz,steel,Leather,Women's watch,Rectangular,Sapphire crystal,Black,Black,Buckle,2018-01-01
43613,Pierre Cardin,Quartz,steel,gold,Women's watch,Rectangular,Plastic,Gold,Gold,"Fold clasp, hidden",1985-01-01
43618,Pierre DeRoche,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2023-01-01
43619,Pierre DeRoche,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Fold clasp,2024-01-01
43630,Pierre Kunz,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Jewelry clasp,2024-01-01
43631,Pierre Kunz,Automatic,gold,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Brown,Buckle,2024-01-01
43636,Pierre Kunz,Automatic,Bronze,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Double-fold clasp,2024-01-01
43641,Pierre Kunz,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2000-01-01
43648,Pierre Kunz,Quartz,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Silver,Buckle,2024-01-01
43656,Police,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Red,Black,Buckle,2024-01-01
43658,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
43659,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
43660,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Blue,Black,Buckle,2024-01-01
43661,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Blue,Blue,Buckle,2024-01-01
43662,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Blue,Blue,Buckle,2024-01-01
43664,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Gold,Fold clasp,2024-01-01
43665,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Grey,Silver,Fold clasp,2024-01-01
43668,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
43670,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
43671,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
43672,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Grey,Silver,Fold clasp,2024-01-01
43673,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Grey,Black,Fold clasp,2024-01-01
43678,Police,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Silver,Black,Buckle,2024-01-01
43679,Police,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
43680,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
43682,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
43684,Police,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Silver,Silver,Fold clasp,2024-01-01
43685,Police,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Gold,Gold,Fold clasp,2024-01-01
43687,Police,Quartz,steel,Animal skin,Women's watch,Circular,Mineral Glass,Blue,Blue,Fold clasp,2024-01-01
43691,Police,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Red,Red,Buckle,2024-01-01
43694,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Green,Silver,Buckle,2024-01-01
43695,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2024-01-01
43697,Poljot,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Gold,Black,Buckle,2024-01-01
43698,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Blue,Buckle,2024-01-01
43713,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Black,Buckle,1994-01-01
43714,Poljot,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Glass,White,Brown,Buckle,2024-01-01
43725,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Brown,Buckle,2020-01-01
43726,Poljot,Manual winding,steel,Silicon,Men's watch/Unisex,Circular,Mineral Glass,Blue,Blue,Buckle,2020-01-01
43730,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2012-01-01
43731,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2012-01-01
43732,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Fold clasp,2012-01-01
43733,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2015-01-01
43734,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2015-01-01
43737,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2023-01-01
43739,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Red,Buckle,2018-01-01
43750,Poljot,Automatic,gold,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Silver,Brown,Buckle,1970-01-01
43758,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2016-01-01
43759,Poljot,Manual winding,steel,Textile,Men's watch/Unisex,Circular,Mineral Glass,White,Gold,Fold clasp,2022-01-01
43760,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Silver,Black,Buckle,2010-01-01
43763,Poljot,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,White,Black,Buckle,2010-01-01
43764,Poljot,Manual winding,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2015-01-01
43770,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Black,Fold clasp,2014-01-01
43771,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Black,Fold clasp,2014-01-01
43773,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2012-01-01
43774,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Blue,Blue,Fold clasp,2014-01-01
43775,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Blue,Blue,Buckle,2010-01-01
43776,Poljot,Manual winding,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,White,Steel,Fold clasp,2014-01-01
43780,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2016-01-01
43781,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2014-01-01
43783,Poljot,Automatic,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2021-01-01
43784,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Silver,Brown,Fold clasp,2020-01-01
43787,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2018-01-01
43788,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Champagne,Brown,Buckle,1985-01-01
43789,Poljot,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Plexiglass,White,Brown,Buckle,1985-01-01
43790,Poljot,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2016-01-01
43819,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Brown,Fold clasp,2021-01-01
43821,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2016-01-01
43823,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2023-01-01
43830,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2022-01-01
43832,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Silver,Fold clasp,2018-01-01
43834,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,White,Silver,"Fold clasp, hidden",2021-01-01
43835,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Fold clasp,2016-01-01
43836,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,2009-01-01
43837,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2005-01-01
43838,Porsche Design,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43853,Porsche Design,Automatic,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Silver,"Fold clasp, hidden",1980-01-01
43859,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2020-01-01
43862,Porsche Design,Automatic,Titanium,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Brown,Fold clasp,2020-01-01
43867,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43873,Porsche Design,Automatic,Titanium,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2023-01-01
43874,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,White,Fold clasp,2024-01-01
43876,Porsche Design,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Fold clasp,2024-01-01
43877,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",2023-01-01
43879,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Buckle,2022-01-01
43881,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
43885,Porsche Design,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2010-01-01
43886,Porsche Design,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2024-01-01
43892,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2023-01-01
43894,Porsche Design,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,2020-01-01
43897,Porsche Design,Automatic,Titanium,Titanium,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2011-01-01
43899,Porsche Design,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2021-01-01
43909,Prim,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Silver,Steel,Jewelry clasp,2007-01-01
43915,Pro-Hunter,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2018-01-01
43922,Pryngeps,Quartz,steel,Steel,Men's watch/Unisex,Circular,Glass,Red,Steel,Fold clasp,1998-01-01
43923,Pryngeps,Quartz,steel,Leather,Women's watch,Circular,Mineral Glass,White,Brown,Buckle,1995-01-01
43924,Pryngeps,Quartz,steel,gold,Women's watch,Circular,Plexiglass,Champagne,Gold,Fold clasp,1980-01-01
43926,Pryngeps,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Plexiglass,Silver,Brown,Buckle,1960-01-01
43934,Pulsar,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Silver,Gold,Fold clasp,2024-01-01
43937,Pulsar,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Blue,Blue,Buckle,1990-01-01
43938,Pulsar,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Red,Blue,Buckle,1990-01-01
43939,Pulsar,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,White,Black,Buckle,1990-01-01
43940,Pulsar,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,White,Steel,Fold clasp,1990-01-01
43941,Pulsar,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Blue,Gold,Jewelry clasp,1990-01-01
43948,Quinting,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Double-fold clasp,2005-01-01
43950,Quinting,Quartz,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Brown,Double-fold clasp,2024-01-01
43952,Quinting,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,White,Buckle,2020-01-01
43963,Rado,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Green,Steel,Double-fold clasp,2022-01-01
43973,Rado,Quartz,Ceramic,Ceramic,Women's watch,Circular,Sapphire crystal,Black,Black,Fold clasp,1996-01-01
43977,Rado,Automatic,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Silver,Brown,Buckle,1974-01-01
43978,Rado,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Brown,Buckle,2024-01-01
43986,Rado,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Gold,Brown,Buckle,1970-01-01
43991,Rado,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Green,Steel,Fold clasp,2022-01-01
43996,Rado,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2019-01-01
43999,Rado,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Fold clasp,2024-01-01
44004,Rado,Quartz,gold,Ceramic,Women's watch,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2005-01-01
44007,Rado,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Black,Gold,"Fold clasp, hidden",2023-01-01
44008,Rado,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Silver,Gold,Buckle,2024-01-01
44010,Rado,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,White,Blue,Buckle,1963-01-01
44013,Rado,Automatic,Bronze,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Jewelry clasp,2022-01-01
44014,Rado,Automatic,Ceramic,Ceramic,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
44018,Rado,Quartz,steel,Ceramic,Women's watch,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2011-01-01
44020,Rado,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2023-01-01
44024,Rado,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2020-01-01
44028,Rado,Quartz,Ceramic,Rubber,Women's watch,Circular,Sapphire crystal,Black,Black,Buckle,2016-01-01
44029,Rado,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Steel,Fold clasp,1970-01-01
44030,Rado,Automatic,steel,gold,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Gold,Double-fold clasp,1984-01-01
44035,Rado,Quartz,Ceramic,Ceramic,Women's watch,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2024-01-01
44049,Raidillon,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Yellow,Black,Double-fold clasp,2023-01-01
44051,Rainer Brand,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
44053,Rainer Brand,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Glass,Silver,Black,Buckle,1990-01-01
44054,Rainer Nienaber,Manual winding,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Silver,Buckle,2013-01-01
44055,Rainer Nienaber,Manual winding,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Buckle,2013-01-01
44062,Raketa,Manual winding,Brass,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Black,Black,Buckle,1980-01-01
44080,Raketa,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Black,Black,Buckle,1978-01-01
44101,Raketa,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,White,Brown,Buckle,1990-01-01
44107,Raketa,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Buckle,2024-01-01
44112,Raketa,Manual winding,Brass,Textile,Men's watch/Unisex,Rectangular,Plexiglass,White,Green,Buckle,1980-01-01
44114,Raketa,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Gold,Black,Buckle,1980-01-01
44118,Ralf Tech,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2019-01-01
44119,Ralf Tech,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2017-01-01
44120,Ralf Tech,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2017-01-01
44121,Ralf Tech,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Buckle,2017-01-01
44125,Ralf Tech,Automatic,steel,Silicon,Men's watch/Unisex,Circular,Sapphire crystal,Red,Black,Buckle,2024-01-01
44126,Ralf Tech,Quartz,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
44139,Ralph Lauren,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Steel,Double-fold clasp,2019-01-01
44144,Ralph Lauren,Manual winding,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,2024-01-01
44151,Raymond Weil,Automatic,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Silver,Brown,Fold clasp,2005-01-01
44155,Raymond Weil,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
44156,Raymond Weil,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Buckle,2024-01-01
44170,Raymond Weil,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Green,Silver,Buckle,2022-01-01
44181,Raymond Weil,Automatic,steel,Leather,Women's watch,Circular,Sapphire crystal,Blue,Blue,Double-fold clasp,2024-01-01
44182,Raymond Weil,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Gold,"Fold clasp, hidden",2024-01-01
44188,Raymond Weil,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2019-01-01
44193,Raymond Weil,Quartz,steel,gold,Men's watch/Unisex,Circular,Sapphire crystal,White,Gold,Double-fold clasp,1995-01-01
44201,Raymond Weil,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
44202,Raymond Weil,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,White,Steel,Fold clasp,2024-01-01
44206,Raymond Weil,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Buckle,2024-01-01
44207,Raymond Weil,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,White,Silver,Fold clasp,2023-01-01
44213,Raymond Weil,Quartz,steel,Leather,Women's watch,Rectangular,Sapphire crystal,Blue,Black,Buckle,2024-01-01
44214,Raymond Weil,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,White,Silver,Fold clasp,2024-01-01
44220,Raymond Weil,Quartz,steel,gold,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Gold,Double-fold clasp,2024-01-01
44221,Raymond Weil,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
44223,Raymond Weil,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Buckle,2024-01-01
44228,Raymond Weil,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2014-01-01
44230,Raymond Weil,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,White,Gold,Buckle,2023-01-01
